,Campus,Term,Course Code,Course Title,Course Description,Activity Type,Section,Credits,Days,Time,Building,Room,Instructor,Credit,GenEd Requirements,Registration Code,enrollCount,enrollMaximum,myPlanLink,index,mean,median,sd,fourpointo_per,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Start,End,prefix,Matched_Name,Name,Rating,Difficulty,Link,Department,Instructor Name,amount_learned_median,grading_techniques_median,instructors_contribution_median,instructors_effectiveness_median,instuctors_interest_median,the_course_as_a_whole_median,the_course_content_median,Clean_Course_Code,UUID
2876,Seattle,Spring 2025,A A    508,Turbulence                                                                                                              ,The phenomena of turbulence; transition prediction; Reynolds stresses; turbulent boundary-layer equations. Approximate methods for turbulent boundary layers.,lecture,A,3,MW,11:30 AM - 12:50 PM,BNS,203,Bob Breidenthal,3,,10049,14,35,https://course-app-api.planning.sis.uw.edu/api/courses/A%20A%20508/details,AA508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:30,12:50,AA,Bob Breidenthal,,,,,,Bob Breidenthal,,,4.49,4.3425,,4.3475,4.3,AA508,AA508ASpring2025
2877,Seattle,Spring 2025,A A    529,Space Propulsion                                                                                                        ,"Nucleonics, and heat transfer of nuclear-heated rockets. Electrothermal, electromagnetic, and electrostatic thrusters. Power/propulsion systems.",lecture,A,3,MW,10:00 AM - 11:20 AM,BNS,203,Bhuvana Srinivasan,3,,10050,17,35,https://course-app-api.planning.sis.uw.edu/api/courses/A%20A%20529/details,AA529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,11:20,AA,Bhuvana Srinivasan,,,,,,Bhuvana Srinivasan,,,4.855,4.25,,4.025,4.335,AA529,AA529ASpring2025
2878,Seattle,Spring 2025,A A    541,Finite Element Analysis II,"Advanced concepts of the finite element method. Hybrid and boundary element methods. Nonlinear, eigenvalue, and time-dependent problems.",lecture,A,3,TTh,8:30 AM - 9:50 AM,BNS,203,Marco Salviato,3,,10052,12,35,https://course-app-api.planning.sis.uw.edu/api/courses/A%20A%20541/details,AA541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30,09:50,AA,Marco Salviato,Marco Salviato,5.0,3.9,https://www.ratemyprofessors.com/professor/2231656,Aeronautics,Marco Salviato,,,4.6533333333,4.6533333333,,4.5833333333,4.6533333333,AA541,AA541ASpring2025
2879,Seattle,Spring 2025,A A    543,Computational Fluid Dynamics of Compressible Flows,"Examines numerical discretization of the inviscid compressible equations of fluid dynamics; finite-difference and finite-volume methods; time integration, iterative methods, and explicit and implicit algorithms; consistency, stability, error analysis, and properties of numerical schemes, grid generation; and applications to the numerical solution of model equations and the 2D Euler equations.",lecture,A,3,TTh,10:00 AM - 11:20 AM,BNS,203,Antonino Ferrante,3,,10053,11,35,https://course-app-api.planning.sis.uw.edu/api/courses/A%20A%20543/details,AA543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,11:20,AA,Antonino Ferrante,Antonino Ferrante,3.7,2.7,https://www.ratemyprofessors.com/professor/1826422,Aerospace Engineering,Antonino Ferrante,,,3.7866666667,3.48,,3.5333333333,3.8466666667,AA543,AA543ASpring2025
2880,Seattle,Spring 2025,A A    545,Computational Methods for Plasmas,"Develops the governing equations for plasma models - particle, kinetics, and MHD. Applies the governing equation to plasma dynamics through the PIC method and integration of fluid evaluation equations. Examines numerical solution to equilibrium configurations, and linear stability by energy principle and variational method.",lecture,A,3,MW,8:30 AM - 9:50 AM,BNS,203,Uri Shumlak,3,,10054,7,35,https://course-app-api.planning.sis.uw.edu/api/courses/A%20A%20545/details,AA545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30,09:50,AA,Uri Shumlak,Uri Shumlak,2.0,5.0,https://www.ratemyprofessors.com/professor/2748745,Aerospace Engineering,Uri Shumlak,,,4.7833333333,4.67,,4.4266666667,4.4766666667,AA545,AA545ASpring2025
2881,Seattle,Spring 2025,A A    548,Linear Multivariable Control,"Introduction to MIMO systems, successive single loop design comparison, Lyapunov stability theorem, full state feedback controller design, observer design, LQR problem statement, design, stability analysis, and tracking design. LQG design, separation principle, stability robustness.",lecture,A,3,MW,11:30 AM - 12:50 PM,ARC,G070,Karen Leung,3,,10055,14,15,https://course-app-api.planning.sis.uw.edu/api/courses/A%20A%20548/details,AA548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:30,12:50,AA,Karen Leung,Karen Leung,4.0,2.5,https://www.ratemyprofessors.com/professor/2910887,Aerospace Engineering,Karen Leung,,,4.775,4.68,,4.455,4.545,AA548,AA548ASpring2025
2882,Seattle,Spring 2025,A A    549,Estimation and System Identification,"Fundamentals of state estimation for linear and nonlinear systems. Discrete and continuous systems. Probability and stochastic systems theory. Models with noise. Kalman-Bucy filters, extended Kalman filters, recursive estimation. Numerical issues in filter design and implementation.",lecture,A,3,TTh,10:00 AM - 11:20 AM,HRC,145,Amir Taghvaei,3,,10056,16,15,https://course-app-api.planning.sis.uw.edu/api/courses/A%20A%20549/details,AA549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,11:20,AA,Amir Taghvaei,,,,,,Amir Taghvaei,,,4.7466666667,4.6466666667,,4.5633333333,4.42,AA549,AA549ASpring2025
2883,Seattle,Spring 2025,A A    590,Space Law and Policy,"Law and policy foundations of outer space activities. Essential origins, sources, and role of space law, as well as key institutions, forums, and forces shaping the contemporary governance of space activities. Provides a thorough grounding in U.N. treaties, principles, resolutions, regulations, and private international and national space laws and policies.",lecture,A,5,MW,12:30 PM - 2:20 PM,CDH,139,None,5,,21591,1,1,https://course-app-api.planning.sis.uw.edu/api/courses/A%20A%20590/details,AA590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30,14:20,AA,No Match,,,,,,,,,,,,,,AA590,AA590ASpring2025
2884,Seattle,Spring 2025,A A    598,Special Topics in Aeronautics and Astronautics                                                                          ,Introduction of special topics in the field of aeronautics and astronautics. Topics introduced by regular and guest speakers and includes a variety of information that is of current interest in aeronautics and astronautics.,lecture,A,3,TTh,11:30 AM - 12:50 PM,LOW,220,Ed Habtour,1-5,,10058,5,30,https://course-app-api.planning.sis.uw.edu/api/courses/A%20A%20598/details,AA598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:30,12:50,AA,Ed Habtour,Ed Habtour,3.7,2.0,https://www.ratemyprofessors.com/professor/2835449,Aerospace Engineering,Ed Habtour,,,3.53,3.39,,3.19,3.4666666667,AA598,AA598ASpring2025
2885,Seattle,Spring 2025,A A    598,Special Topics in Aeronautics and Astronautics                                                                          ,Introduction of special topics in the field of aeronautics and astronautics. Topics introduced by regular and guest speakers and includes a variety of information that is of current interest in aeronautics and astronautics.,lecture,C,1-5,MW,2:30 PM - 3:50 PM,GLD,436,None,1-5,,10060,0,35,https://course-app-api.planning.sis.uw.edu/api/courses/A%20A%20598/details,AA598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:30,15:50,AA,No Match,,,,,,,,,,,,,,AA598,AA598CSpring2025
2886,Seattle,Spring 2025,A A    598,Special Topics in Aeronautics and Astronautics                                                                          ,Introduction of special topics in the field of aeronautics and astronautics. Topics introduced by regular and guest speakers and includes a variety of information that is of current interest in aeronautics and astronautics.,lecture,D,1-5,TTh,2:30 PM - 3:50 PM,GLD,436,None,1-5,,10061,0,35,https://course-app-api.planning.sis.uw.edu/api/courses/A%20A%20598/details,AA598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:30,15:50,AA,No Match,,,,,,,,,,,,,,AA598,AA598DSpring2025
2887,Seattle,Spring 2025,A E    512,"Dynamics, Stability, and Control of Vehicles","Covers stability derivatives; effects of stability derivatives on flight characteristics; dynamics of rigid bodies in air, space, and underwater applications; responses to control inputs and external disturbances; handing qualities; control system components; sensor characteristics; stability augmentation systems; guidance and navigation; human factors; effects of limited communication; and multivehicle systems.",lecture,A,4,T,6:00 PM - 9:50 PM,,,None,4,,10067,0,10,https://course-app-api.planning.sis.uw.edu/api/courses/A%20E%20512/details,AE512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:00,21:50,AE,No Match,,,,,,,,,,,,,,AE512,AE512ASpring2025
2888,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,A E    512,"Dynamics, Stability, and Control of Vehicles","Covers stability derivatives; effects of stability derivatives on flight characteristics; dynamics of rigid bodies in air, space, and underwater applications; responses to control inputs and external disturbances; handing qualities; control system components; sensor characteristics; stability augmentation systems; guidance and navigation; human factors; effects of limited communication; and multivehicle systems.",lecture,B,4,T,6:00 PM - 9:50 PM,BAG,261,Christopher Lum,4,,10068,9,50,https://course-app-api.planning.sis.uw.edu/api/courses/A%20E%20512/details,AE512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:00,21:50,AE,Christopher Lum,,,,,,Christopher Lum,,,2.9166666667,3.1266666667,,2.82,3.7,AE512,AE512BSpring2025
2889,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,A E    512,"Dynamics, Stability, and Control of Vehicles","Covers stability derivatives; effects of stability derivatives on flight characteristics; dynamics of rigid bodies in air, space, and underwater applications; responses to control inputs and external disturbances; handing qualities; control system components; sensor characteristics; stability augmentation systems; guidance and navigation; human factors; effects of limited communication; and multivehicle systems.",lecture,C,4,T,6:00 PM - 9:50 PM,BAG,261,Christopher Lum,4,,10069,1,10,https://course-app-api.planning.sis.uw.edu/api/courses/A%20E%20512/details,AE512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:00,21:50,AE,Christopher Lum,,,,,,Christopher Lum,,,2.9166666667,3.1266666667,,2.82,3.7,AE512,AE512CSpring2025
2890,Seattle,Spring 2025,A E    520,Fundamentals of Fluid Dynamics,"Flow kinematics and dynamics, inviscid and viscous flows, incompressible and compressible flows, shock-waves, boundary layers, vorticity, and turbulence.",lecture,A,4,W,6:00 PM - 9:50 PM,,,None,4,,10070,0,10,https://course-app-api.planning.sis.uw.edu/api/courses/A%20E%20520/details,AE520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:00,21:50,AE,No Match,,,,,,,,,,,,,,AE520,AE520ASpring2025
2891,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,A E    520,Fundamentals of Fluid Dynamics,"Flow kinematics and dynamics, inviscid and viscous flows, incompressible and compressible flows, shock-waves, boundary layers, vorticity, and turbulence.",lecture,B,4,W,6:00 PM - 9:50 PM,BAG,261,Bob Breidenthal,4,,10071,16,50,https://course-app-api.planning.sis.uw.edu/api/courses/A%20E%20520/details,AE520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:00,21:50,AE,Bob Breidenthal,,,,,,Bob Breidenthal,,,4.49,4.3425,,4.3475,4.3,AE520,AE520BSpring2025
2892,Seattle,Spring 2025,A E    540,Mechanics of Solids,"Covers general concepts, theory, and application of solid mechanics; mechanical behavior of elastic, plastic and viscoelastic solids; fracture of aerospace structural materials.",lecture,A,4,Th,6:00 PM - 9:50 PM,SIG,224,None,4,,10072,0,10,https://course-app-api.planning.sis.uw.edu/api/courses/A%20E%20540/details,AE540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:00,21:50,AE,No Match,,,,,,,,,,,,,,AE540,AE540ASpring2025
2893,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,A E    540,Mechanics of Solids,"Covers general concepts, theory, and application of solid mechanics; mechanical behavior of elastic, plastic and viscoelastic solids; fracture of aerospace structural materials.",lecture,B,4,Th,6:00 PM - 9:50 PM,SIG,224,Muzammil Arshad,4,,10073,6,50,https://course-app-api.planning.sis.uw.edu/api/courses/A%20E%20540/details,AE540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:00,21:50,AE,No Match,,,,,,,,,,,,,,AE540,AE540BSpring2025
2894,Seattle,Spring 2025,A E    542,Fatigue and Fracture in Aerospace Structures,"Covers theory of failure for metallic aerospace structures; fatigue properties, fatigue load spectrum, fatigue crack propagation, fracture mechanics, damage tolerance, fretting and corrosion fatigue, design applications, and case studies.",lecture,A,4,W,6:00 PM - 9:50 PM,,,None,4,,10074,0,10,https://course-app-api.planning.sis.uw.edu/api/courses/A%20E%20542/details,AE542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:00,21:50,AE,No Match,,,,,,,,,,,,,,AE542,AE542ASpring2025
2895,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,A E    542,Fatigue and Fracture in Aerospace Structures,"Covers theory of failure for metallic aerospace structures; fatigue properties, fatigue load spectrum, fatigue crack propagation, fracture mechanics, damage tolerance, fretting and corrosion fatigue, design applications, and case studies.",lecture,B,4,W,6:00 PM - 9:50 PM,BAG,260,Marco Salviato,4,,10075,2,50,https://course-app-api.planning.sis.uw.edu/api/courses/A%20E%20542/details,AE542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:00,21:50,AE,Marco Salviato,Marco Salviato,5.0,3.9,https://www.ratemyprofessors.com/professor/2231656,Aeronautics,Marco Salviato,,,4.6533333333,4.6533333333,,4.5833333333,4.6533333333,AE542,AE542BSpring2025
2896,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,A E    542,Fatigue and Fracture in Aerospace Structures,"Covers theory of failure for metallic aerospace structures; fatigue properties, fatigue load spectrum, fatigue crack propagation, fracture mechanics, damage tolerance, fretting and corrosion fatigue, design applications, and case studies.",lecture,C,4,W,6:00 PM - 9:50 PM,BAG,260,Marco Salviato,4,,10076,3,10,https://course-app-api.planning.sis.uw.edu/api/courses/A%20E%20542/details,AE542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:00,21:50,AE,Marco Salviato,Marco Salviato,5.0,3.9,https://www.ratemyprofessors.com/professor/2231656,Aeronautics,Marco Salviato,,,4.6533333333,4.6533333333,,4.5833333333,4.6533333333,AE542,AE542CSpring2025
2897,Seattle,Spring 2025,A E    552,Aerospace Composite Design II,"Introduction to concepts of certification by analysis supported by test evidence in aircraft structures, emphasizing regulatory agency requirements and industry approaches. Subjects include allowable approach, bolted and bonded joints, damage resistance and tolerance, specialized test methods, and inspection techniques.",lecture,A,4,Th,6:00 PM - 9:50 PM,,,None,4,,10077,0,10,https://course-app-api.planning.sis.uw.edu/api/courses/A%20E%20552/details,AE552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:00,21:50,AE,No Match,,,,,,,,,,,,,,AE552,AE552ASpring2025
2898,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,A E    552,Aerospace Composite Design II,"Introduction to concepts of certification by analysis supported by test evidence in aircraft structures, emphasizing regulatory agency requirements and industry approaches. Subjects include allowable approach, bolted and bonded joints, damage resistance and tolerance, specialized test methods, and inspection techniques.",lecture,B,4,Th,6:00 PM - 9:50 PM,BAG,261,Jeff Wollschlager,4,,10078,32,50,https://course-app-api.planning.sis.uw.edu/api/courses/A%20E%20552/details,AE552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:00,21:50,AE,Jeff Wollschlager,,,,,,Jeff Wollschlager,,,3.93,3.93,,4.43,4.055,AE552,AE552BSpring2025
2899,Seattle,Spring 2025,A E    553,Advanced Composite Structural Analysis,"Covers advanced stress analysis methods of composite structures made of beams, laminates, sandwich plates, and thin shells; stress and buckling analyses of solid and thin-walled composite beams; shear deformable theory for bending of thick laminated plates; and stress and fracture mechanics analysis of bonded joints.",lecture,A,4,T,6:00 PM - 9:50 PM,,,None,4,,10079,0,10,https://course-app-api.planning.sis.uw.edu/api/courses/A%20E%20553/details,AE553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:00,21:50,AE,No Match,,,,,,,,,,,,,,AE553,AE553ASpring2025
2900,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,A E    553,Advanced Composite Structural Analysis,"Covers advanced stress analysis methods of composite structures made of beams, laminates, sandwich plates, and thin shells; stress and buckling analyses of solid and thin-walled composite beams; shear deformable theory for bending of thick laminated plates; and stress and fracture mechanics analysis of bonded joints.",lecture,B,4,T,6:00 PM - 9:50 PM,DEM,004,None,4,,10080,6,50,https://course-app-api.planning.sis.uw.edu/api/courses/A%20E%20553/details,AE553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:00,21:50,AE,No Match,,,,,,,,,,,,,,AE553,AE553BSpring2025
2901,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,A E    553,Advanced Composite Structural Analysis,"Covers advanced stress analysis methods of composite structures made of beams, laminates, sandwich plates, and thin shells; stress and buckling analyses of solid and thin-walled composite beams; shear deformable theory for bending of thick laminated plates; and stress and fracture mechanics analysis of bonded joints.",lecture,C,4,T,6:00 PM - 9:50 PM,DEM,004,None,4,,10081,2,10,https://course-app-api.planning.sis.uw.edu/api/courses/A%20E%20553/details,AE553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:00,21:50,AE,No Match,,,,,,,,,,,,,,AE553,AE553CSpring2025
2902,UW PROFESSIONAL AND CONTINUING EDUCATION,Spring 2025,A E    598,Aerospace Engineering Colloquium,"Covers the latest research in aerospace engineering. Includes current trends in professional aerospace engineering (e.g., manufacturing, systems, etc.) and professional development for aerospace engineers (e.g., project management, job searches, etc.). Lectures and discussions led by guest speakers.",lecture,B,1,M,4:00 PM - 5:20 PM,ECE,125,Pablo Trefftz-Posada,1,,10082,72,140,https://course-app-api.planning.sis.uw.edu/api/courses/A%20E%20598/details,AE598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16:00,17:20,AE,Pablo Trefftz-Posada,Pablo Trefftz Posada,5.0,3.0,https://www.ratemyprofessors.com/professor/2462478,Aerospace Engineering,Pablo Trefftz-Posada,3.54,4.375,4.39,4.275,4.345,3.775,3.7600000000000002,AE598,AE598BSpring2025
2903,Seattle,Spring 2025,CHEM E 310,Material and Energy Balances,"Chemical and physical process calculations: steady- and unsteady-state material and energy balances with specific examples in vapor-liquid contact operations and multiphase extraction, and introductory thermochemistry.",lecture,A,4,MWF,9:30 AM - 10:20 AM,JHN,075,Lilo Danielle Pozzo,4,,12266,72,100,https://course-app-api.planning.sis.uw.edu/api/courses/CHEM%20E%20310/details,CHEME310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:30,10:20,CHEME,No Match,,,,,,,,,,,,,,CHEME310,CHEME310ASpring2025
2904,Seattle,Spring 2025,CHEM E 375,Chemical Engineering Computer Skills,"Introduces common software packages in chemical engineering. Covers essential computer skills for chemical engineers, scientific programming for solving math problems requiring computer solutions, and introduction to chemical process simulators.",lecture,A,3,MWF,12:30 PM - 1:20 PM,DEN,303,Alex Prybutok,3,,12269,70,100,https://course-app-api.planning.sis.uw.edu/api/courses/CHEM%20E%20375/details,CHEME375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30,13:20,CHEME,Alex Prybutok,,,,,,Alex Prybutok,,,4.80625,4.6,,4.25,4.35125,CHEME375,CHEME375ASpring2025
2905,Seattle,Spring 2025,CHEM E 436,Chemical Engineering Laboratory I,"Lectures on statistics, experimental design, instrumentation, laboratory safety, and report writing; laboratory experiments on fluid mechanics and heat transfer. Emphasis on teaming, experimental planning, procedures, report writing, and oral presentations.",lecture,A,3,TTh,12:30 PM - 1:20 PM,CHL,015,Alex Prybutok,3,,12270,39,45,https://course-app-api.planning.sis.uw.edu/api/courses/CHEM%20E%20436/details,CHEME436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30,13:20,CHEME,Alex Prybutok,,,,,,Alex Prybutok,,,4.80625,4.6,,4.25,4.35125,CHEME436,CHEME436ASpring2025
2906,Seattle,Spring 2025,CHEM E 455,Surface and Colloid Science Laboratory,"Laboratory techniques, equipment, and underlying fundamentals in surface and colloid science. Experiments in the measurement of surface tension, adsorption, wetting and spreading, colloid properties, emulsion preparation and stability, electrophoresis, and interfacial hydrodynamics.",lecture,A,3,TTh,10:00 AM - 11:20 AM,BNS,115,John C. Berg,3,,12274,29,30,https://course-app-api.planning.sis.uw.edu/api/courses/CHEM%20E%20455/details,CHEME455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,11:20,CHEME,John C Berg,John Berg,4.6,3.7,https://www.ratemyprofessors.com/professor/961864,Engineering,John C Berg,4.635,4.72,4.13,3.93,4.81,3.97,3.9,CHEME455,CHEME455ASpring2025
2907,Seattle,Spring 2025,CHEM E 457,Principles of Molecular Engineering,"Covers the basic aspects of statistical mechanics, focusing primarily on the canonical ensemble. Develops and applies a set of tools to regular liquid solutions, phase formation, spinodal decomposition, adsorption, polymer thermodynamics, chemical kinetics, and physical kinetics.",lecture,A,3,MW,12:30 PM - 1:20 PM,PCAR,391,Stuart B. Adler,3,,12278,79,90,https://course-app-api.planning.sis.uw.edu/api/courses/CHEM%20E%20457/details,CHEME457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30,13:20,CHEME,Stuart B. Adler,Stuart Adler,3.4,4.2,https://www.ratemyprofessors.com/professor/1412375,Chemical Engineering,Stuart B. Adler,,,4.1233333333,3.7333333333,,3.4533333333,3.5633333333,CHEME457,CHEME457ASpring2025
2908,Seattle,Spring 2025,CHEM E 458,Surface Analysis,"Understanding of solid surfaces for research and development in microelectronics, catalysis, adhesion, biomaterials, science wear, and corrosion science. Newer methods available to study surfaces of materials. Electron emission spectroscopies (ESCA, Auger): ion scattering, ion spectroscopic, photon spectroscopic, and thermodynamic methods.",lecture,A,3,MWF,10:30 AM - 11:20 AM,ARC,G070,David S Bergsman,3,,12279,14,14,https://course-app-api.planning.sis.uw.edu/api/courses/CHEM%20E%20458/details,CHEME458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30,11:20,CHEME,David Bergsman,David Bergsman,5.0,3.0,https://www.ratemyprofessors.com/professor/2639503,Chemical Engineering,David Bergsman,,,4.53,4.44,,4.175,4.215,CHEME458,CHEME458ASpring2025
2909,Seattle,Spring 2025,CHEM E 460,Polymer chemistry Laboratory,"Laboratory techniques, equipment, and underlying fundamentals in polymer chemistry, synthesis, and design. Quantitative understanding of polymerization reaction engineering will be developed through careful examination of kinetics and structure-property relationships. Selection of laboratory polymerization and characterization techniques, as well as recent innovations in polymer research, will be highlighted.",lecture,A,3,MW,10:30 AM - 11:20 AM,MGH,278,Cole A. DeForest,3,,12280,18,20,https://course-app-api.planning.sis.uw.edu/api/courses/CHEM%20E%20460/details,CHEME460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30,11:20,CHEME,Cole Deforest,Cole Deforest,2.9,3.7,https://www.ratemyprofessors.com/professor/2110752,Chemical Engineering,Cole Deforest,3.7866666667,3.9,4.1725,4.0,3.5366666667,4.595,4.585,CHEME460,CHEME460ASpring2025
2910,Seattle,Spring 2025,CHEM E 467,Biochemical Engineering,"Application of basic chemical engineering principles to biochemical and biological process industries such as fermentation, enzyme technology, and biological waste treatment. Rapid overview of relevant microbiology, biochemistry, and molecular genetics. Design and analysis of biological reactors and product recovery operations.",lecture,A,3,MWF,9:30 AM - 10:20 AM,HRC,155,Alex Prybutok,3,,12283,29,29,https://course-app-api.planning.sis.uw.edu/api/courses/CHEM%20E%20467/details,CHEME467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:30,10:20,CHEME,Alex Prybutok,,,,,,Alex Prybutok,,,4.80625,4.6,,4.25,4.35125,CHEME467,CHEME467ASpring2025
2911,Seattle,Spring 2025,CHEM E 477,Advanced Systems and Synthetic Biology,"Covers advanced concepts in system and synthetic biology. Includes kinetics, modeling, stoichiometry, control theory, metabolic systems, signaling, and motifs. All topics are set against problems in synthetic biology.",lecture,A,3,TTh,11:30 AM - 12:50 PM,BAG,260,Jorge A Marchand,3,,12284,5,8,https://course-app-api.planning.sis.uw.edu/api/courses/CHEM%20E%20477/details,CHEME477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:30,12:50,CHEME,Jorge A Marchand,,,,,,Jorge A Marchand,,,4.3633333333,4.23,,4.2533333333,4.1933333333,CHEME477,CHEME477ASpring2025
2912,Seattle,Spring 2025,CHEM E 486,Process Design II                                                                                                       ,"Comprehensive design of a specific process or product, including economic feasibility studies, utilization of market survey and plant location studies, process equipment design and optimization, and overall plant integration and layout.",lecture,A,5,MWF,8:30 AM - 9:20 AM,JHN,175,Julie Elaine Rorrer,5,,12285,41,60,https://course-app-api.planning.sis.uw.edu/api/courses/CHEM%20E%20486/details,CHEME486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30,09:20,CHEME,Julie Rorrer,,,,,,Julie Rorrer,,,4.415,4.295,,4.27,4.125,CHEME486,CHEME486ASpring2025
2913,Seattle,Spring 2025,CHEM E 491,Controlled-Release Systems,"Mechanisms for controlled release of active agents and the development of useful drug delivery systems for this purpose. Release mechanisms considered include diffusive, convective, and erosive driving forces. Delivery routes include topical, oral, and in vivo. Some special case studies covered in detail.",lecture,A,3,TTh,10:00 AM - 11:20 AM,HCK,132,Suzie H Pun,3,,12290,12,12,https://course-app-api.planning.sis.uw.edu/api/courses/CHEM%20E%20491/details,CHEME491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00,11:20,CHEME,Suzie H Pun,,,,,,Suzie H Pun,4.69,4.25,4.91,4.79,4.69,4.75,4.71,CHEME491,CHEME491ASpring2025
2914,Seattle,Spring 2025,CHEM E 497,Special Projects in Chemical Engineering Design                                                                         ,"Chemical engineering design instruction and experience in special projects, such as industrially motivated, timely, or interdisciplinary projects. Project subject and content varies. Majors only.",lecture,A,4,,,,,David A. C. Beck,1-6,,12291,16,35,https://course-app-api.planning.sis.uw.edu/api/courses/CHEM%20E%20497/details,CHEME497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHEME,No Match,,,,,,,,,,,,,,CHEME497,CHEME497ASpring2025
2915,Seattle,Spring 2025,CHEM E 497,Special Projects in Chemical Engineering Design                                                                         ,"Chemical engineering design instruction and experience in special projects, such as industrially motivated, timely, or interdisciplinary projects. Project subject and content varies. Majors only.",lecture,B,4,MT,9:30 AM - 10:20 AM,MGH,085,Daniel T. Schwartz,1-6,,12292,4,20,https://course-app-api.planning.sis.uw.edu/api/courses/CHEM%20E%20497/details,CHEME497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:30,10:20,CHEME,Daniel T. Schwartz,,,,,,Daniel T. Schwartz,,,4.845,4.77,,4.575,4.525,CHEME497,CHEME497BSpring2025
